year,month,day,capacity,base_demand,base_price_economy,base_price_business,no_show_prob
1953,Jul,4,250,259,109.44,383.68,0.0419
1953,Jul,5,300,254,115.53,447.34,0.0196
1953,Jul,6,200,326,191.97,668.79,0.0873
1953,Jul,7,250,318,273.08,710.6,0.1456
1953,Jul,8,150,243,131.49,353.9,0.084
1953,Jul,9,150,266,273.35,916.1,0.0562
1953,Jul,10,300,279,160.87,415.29,0.0412
1953,Jul,11,200,240,219.64,801.62,0.1782
1953,Jul,12,200,357,158.92,496.99,0.1747
1953,Jul,13,150,329,200.99,540.88,0.0611
1953,Jul,14,200,303,286.68,917.12,0.0588
1953,Jul,15,250,203,286.99,1011.23,0.0782
1953,Jul,16,200,293,232.04,773.73,0.0207
1953,Jul,17,300,321,266.9,939.58,0.0764
1953,Jul,18,150,280,274.47,1012.93,0.0923
1953,Jul,19,250,241,254.84,900.32,0.1147
1953,Jul,20,200,225,264.29,798.69,0.0663
1953,Jul,21,150,228,256.77,799.75,0.0157
1953,Jul,22,150,230,218.56,608.9,0.1873
1953,Jul,23,200,330,151.93,436.49,0.0847
1953,Jul,24,300,279,248.42,780.3,0.09
1953,Jul,25,250,300,269.49,816.12,0.0905
1953,Jul,26,250,282,133.11,507.15,0.0443
1953,Jul,27,250,207,209.87,715.91,0.1064
1953,Jul,28,250,259,134.21,492.72,0.0621
1953,Jul,29,300,167,147.36,569.36,0.1474
1953,Jul,30,300,224,289.79,854.64,0.0553
1953,Aug,1,300,244,164.61,427.59,0.0725
1953,Aug,2,200,201,295.5,1005.18,0.0534
1953,Aug,3,200,271,236.68,677.27,0.0125
1953,Aug,4,250,309,260.83,939.31,0.2266
1953,Aug,5,150,277,232.59,876.8,0.0639
1953,Aug,6,300,304,220.72,637.06,0.0674
1953,Aug,7,200,291,179.6,517.78,0.1008
1953,Aug,8,150,237,224.78,865.33,0.0418
1953,Aug,9,200,377,214.8,660.73,0.0055
1953,Aug,10,300,443,150.25,489.77,0.1042
1953,Aug,11,250,248,209.18,829.96,0.0347
1953,Aug,12,300,284,113.69,301.79,0.1049
1953,Aug,13,300,213,110.42,406.06,0.1261
1953,Aug,14,200,251,282.02,881.06,0.0695
1953,Aug,15,150,179,271.39,971.44,0.0774
1953,Aug,16,250,278,101.86,350.35,0.0593
1953,Aug,17,300,218,281.81,771.09,0.03
1953,Aug,18,200,232,261.81,713.58,0.1078
1953,Aug,19,300,286,288.61,889.23,0.0286
1953,Aug,20,250,312,284.12,989.94,0.2712
1953,Aug,21,150,273,242.2,787.65,0.1233
1953,Aug,22,150,242,276.53,837.09,0.2823
1953,Aug,23,250,282,182.78,650.65,0.0622
1953,Aug,24,250,277,186.44,695.09,0.0389
1953,Aug,25,200,323,232.44,621.85,0.129
1953,Aug,26,200,315,205.84,533.23,0.0902
1953,Aug,27,250,282,252.94,978.17,0.0968
1953,Aug,28,150,266,190.5,571.73,0.115
1953,Aug,29,300,248,211.74,594.89,0.1362
1953,Aug,30,300,216,221.84,833.75,0.0717
1953,Sep,1,250,201,119.76,339.19,0.0584
1953,Sep,2,300,216,229.03,598.64,0.0649
1953,Sep,3,150,226,113.21,401.72,0.1082
1953,Sep,4,200,297,220.76,654.66,0.1689
1953,Sep,5,300,257,150.03,582.06,0.0855
1953,Sep,6,300,267,171.13,622.51,0.05
1953,Sep,7,150,269,189.5,522.69,0.0435
1953,Sep,8,150,227,279.31,997.06,0.0362
1953,Sep,9,150,292,112.09,427.14,0.0879
1953,Sep,10,250,189,201.94,747.12,0.0518
1953,Sep,11,300,245,267.63,723.49,0.1575
1953,Sep,12,250,260,152.78,554.09,0.057
1953,Sep,13,200,217,196.41,601.08,0.0153
1953,Sep,14,150,254,206.15,810.09,0.0231
1953,Sep,15,150,287,116.43,373.31,0.0466
1953,Sep,16,300,227,295.19,900.14,0.152
1953,Sep,17,150,219,179.2,671.34,0.0409
1953,Sep,18,250,237,185.05,586.17,0.104
1953,Sep,19,200,252,140.98,510.78,0.0596
1953,Sep,20,250,201,118.15,351.83,0.2361
1953,Sep,21,300,265,146.24,565.27,0.1578
1953,Sep,22,250,263,264.8,997.02,0.1673
1953,Sep,23,300,274,100.47,347.13,0.0894
1953,Sep,24,250,195,260.99,939.18,0.0363
1953,Sep,25,300,233,216.91,748.53,0.0956
1953,Sep,26,150,195,168.2,547.56,0.1215
1953,Sep,27,200,213,151.96,521.8,0.0777
1953,Sep,28,150,197,297.45,825.59,0.0276
1953,Sep,29,200,285,116.67,367.3,0.1271
1953,Sep,30,250,198,161.15,538.53,0.0845
1953,Oct,1,200,213,227.09,581.93,0.0501
1953,Oct,2,300,244,206.69,630.88,0.2957
1953,Oct,3,300,141,260.58,857.79,0.1056
1953,Oct,4,300,200,294.46,845.62,0.1251
1953,Oct,5,300,256,117.83,330.04,0.1827
1953,Oct,6,300,126,290.53,1011.18,0.0317
1953,Oct,7,200,199,164.68,644.39,0.0875
1953,Oct,8,250,248,259.16,697.84,0.091
1953,Oct,9,300,198,274.83,762.62,0.0847
1953,Oct,10,150,181,162.08,430.42,0.0776
1953,Oct,11,300,199,139.2,516.34,0.2727
1953,Oct,12,150,232,221.62,675.15,0.0996
1953,Oct,13,150,181,230.33,792.1,0.0297
1953,Oct,14,200,213,241.82,839.56,0.0292
1953,Oct,15,200,265,172.16,466.28,0.1362
1953,Oct,16,300,144,297.59,1108.76,0.0241
1953,Oct,17,200,192,213.27,644.71,0.0608
1953,Oct,18,150,240,161.83,406.57,0.0338
1953,Oct,19,150,199,237.24,834.6,0.032
1953,Oct,20,200,178,148.35,534.31,0.0626
1953,Oct,21,250,226,138.06,369.99,0.0609
1953,Oct,22,200,208,224.5,871.21,0.096
1953,Oct,23,300,239,242.2,876.28,0.0817
1953,Oct,24,300,131,126.39,374.68,0.0327
1953,Oct,25,200,255,258.56,879.76,0.0834
1953,Oct,26,150,235,179.28,541.9,0.0322
1953,Oct,27,150,159,159.08,496.29,0.076
1953,Oct,28,150,212,283.37,954.67,0.1291
1953,Oct,29,200,217,231.37,780.41,0.083
1953,Oct,30,300,235,131.94,450.39,0.1281
1953,Nov,1,250,205,179.78,541.7,0.0235
1953,Nov,2,300,126,158.66,624.75,0.0842
1953,Nov,3,150,156,273.26,966.81,0.0156
1953,Nov,4,250,209,256.69,777.94,0.0606
1953,Nov,5,150,182,245.21,829.29,0.0419
1953,Nov,6,250,128,104.24,307.26,0.0931
1953,Nov,7,200,215,268.15,852.91,0.1097
1953,Nov,8,150,170,210.74,696.13,0.0595
1953,Nov,9,300,155,211.95,796.65,0.163
1953,Nov,10,250,142,134.36,462.83,0.0194
1953,Nov,11,200,168,273.94,687.57,0.2186
1953,Nov,12,150,204,182.54,548.12,0.0956
1953,Nov,13,200,153,160.7,538.88,0.0221
1953,Nov,14,200,208,173.04,476.16,0.1182
1953,Nov,15,300,187,210.62,653.89,0.2802
1953,Nov,16,200,158,142.59,372.77,0.2366
1953,Nov,17,150,156,113.43,376.89,0.0518
1953,Nov,18,200,243,208.31,710.73,0.046
1953,Nov,19,150,217,291.72,1043.38,0.0822
1953,Nov,20,200,172,120.81,334.72,0.0595
1953,Nov,21,200,192,176.63,618.02,0.162
1953,Nov,22,150,206,296.55,1077.29,0.1201
1953,Nov,23,250,178,251.71,788.73,0.1881
1953,Nov,24,250,157,244.21,788.13,0.1113
1953,Nov,25,200,184,130.56,509.09,0.0812
1953,Nov,26,250,215,177.47,565.85,0.0342
1953,Nov,27,250,216,190.96,601.34,0.0578
1953,Nov,28,200,149,272.7,774.68,0.3382
1953,Nov,29,150,182,267.43,1008.68,0.0708
1953,Nov,30,200,220,107.15,355.71,0.0432
1953,Dec,1,200,180,262.4,906.36,0.0424
1953,Dec,2,200,202,187.72,475.7,0.0219
1953,Dec,3,250,208,124.23,427.52,0.0786
1953,Dec,4,150,163,183.47,614.26,0.0491
1953,Dec,5,200,213,247.66,965.63,0.0086
1953,Dec,6,200,177,167.5,452.0,0.126
1953,Dec,7,150,152,220.59,661.31,0.0362
1953,Dec,8,150,206,142.2,539.72,0.0892
1953,Dec,9,250,204,205.78,599.55,0.0879
1953,Dec,10,200,194,225.26,567.12,0.0483
1953,Dec,11,200,218,127.61,352.27,0.0863
1953,Dec,12,200,203,224.44,590.93,0.05
1953,Dec,13,200,203,221.86,836.14,0.0431
1953,Dec,14,150,200,244.99,761.32,0.1299
1953,Dec,15,250,269,189.38,590.02,0.0161
1953,Dec,16,250,235,161.07,591.59,0.0845
1953,Dec,17,200,202,168.15,478.33,0.0273
1953,Dec,18,250,252,102.93,311.18,0.0388
1953,Dec,19,300,247,166.2,572.19,0.0041
1953,Dec,20,250,210,226.19,774.11,0.0552
1953,Dec,21,300,208,289.34,864.51,0.1379
1953,Dec,22,300,235,139.83,377.77,0.089
1953,Dec,23,150,128,107.83,303.97,0.0537
1953,Dec,24,250,233,145.81,538.3,0.0831
1953,Dec,25,200,196,122.46,440.84,0.077
1953,Dec,26,300,197,110.2,327.46,0.04
1953,Dec,27,200,185,157.19,478.9,0.0363
1953,Dec,28,200,188,141.75,532.51,0.1254
1953,Dec,29,250,223,274.07,1017.78,0.0539
1953,Dec,30,200,275,244.21,744.19,0.1802
1954,Jan,1,250,249,216.32,550.27,0.018
1954,Jan,2,300,206,153.27,472.09,0.0671
1954,Jan,3,300,247,104.57,371.98,0.0839
1954,Jan,4,200,199,182.8,537.1,0.1985
1954,Jan,5,300,173,179.78,683.03,0.1102
1954,Jan,6,300,208,105.36,328.48,0.0635
1954,Jan,7,200,228,138.36,470.91,0.0498
1954,Jan,8,250,142,192.54,513.63,0.0843
1954,Jan,9,150,211,208.97,802.61,0.0269
1954,Jan,10,150,215,119.29,359.02,0.121
1954,Jan,11,250,158,257.44,1009.42,0.0132
1954,Jan,12,200,152,208.68,790.95,0.1734
1954,Jan,13,150,239,223.17,808.61,0.0528
1954,Jan,14,200,211,296.65,863.38,0.0446
1954,Jan,15,250,199,161.41,491.49,0.0201
1954,Jan,16,300,186,209.35,793.63,0.1771
1954,Jan,17,150,133,122.15,477.75,0.0321
1954,Jan,18,200,185,123.9,472.49,0.0369
1954,Jan,19,200,231,293.7,999.62,0.0622
1954,Jan,20,300,219,249.53,759.64,0.1371
1954,Jan,21,250,239,243.58,619.57,0.1597
1954,Jan,22,150,127,115.76,326.79,0.0909
1954,Jan,23,250,146,123.81,357.55,0.0575
1954,Jan,24,150,219,214.0,548.46,0.0676
1954,Jan,25,150,208,188.0,730.6,0.1716
1954,Jan,26,200,181,208.82,705.36,0.0537
1954,Jan,27,150,183,199.43,552.47,0.0397
1954,Jan,28,200,239,129.06,513.86,0.0402
1954,Jan,29,200,204,130.21,423.56,0.1121
1954,Jan,30,250,173,129.33,474.6,0.0162
1954,Feb,1,250,202,285.62,1016.4,0.0365
1954,Feb,2,300,199,235.24,794.42,0.2603
1954,Feb,3,150,146,186.76,478.47,0.0046
1954,Feb,4,300,191,249.65,969.13,0.0235
1954,Feb,5,300,208,290.22,949.6,0.1241
1954,Feb,6,200,172,268.86,804.07,0.1329
1954,Feb,7,200,176,172.12,601.92,0.0835
1954,Feb,8,250,165,279.11,917.25,0.205
1954,Feb,9,250,158,142.82,467.38,0.0991
1954,Feb,10,250,187,275.54,1083.13,0.0571
1954,Feb,11,150,119,274.35,1077.72,0.0188
1954,Feb,12,250,175,279.62,1001.5,0.0907
1954,Feb,13,150,198,133.97,424.62,0.0796
1954,Feb,14,200,190,262.9,949.25,0.0401
1954,Feb,15,200,181,243.95,826.33,0.1432
1954,Feb,16,200,176,175.24,615.89,0.0801
1954,Feb,17,200,214,136.54,460.63,0.2792
1954,Feb,18,250,181,257.41,819.82,0.2736
1954,Feb,19,250,240,269.95,857.97,0.0358
1954,Feb,20,150,155,124.45,471.33,0.0712
1954,Feb,21,150,252,143.42,535.21,0.0959
1954,Feb,22,200,218,187.22,690.12,0.1725
1954,Feb,23,200,130,100.18,315.88,0.1654
1954,Feb,24,150,175,216.43,704.63,0.1175
1954,Feb,25,250,250,245.11,861.39,0.0443
1954,Feb,26,150,191,173.45,440.15,0.0914
1954,Feb,27,150,226,294.46,1034.81,0.1116
1954,Feb,28,300,174,107.86,427.29,0.1291
1954,Feb,29,250,91,179.32,476.68,0.0075
1954,Feb,30,300,169,283.14,1127.71,0.061
1954,Mar,1,200,243,166.31,640.58,0.0261
1954,Mar,2,150,262,288.16,962.02,0.0404
1954,Mar,3,150,283,191.29,596.71,0.0342
1954,Mar,4,200,272,127.32,328.04,0.0785
1954,Mar,5,300,256,120.39,351.92,0.1272
1954,Mar,6,150,233,195.65,623.28,0.0313
1954,Mar,7,300,162,161.49,612.43,0.0983
1954,Mar,8,150,139,296.9,891.66,0.1683
1954,Mar,9,250,233,125.08,437.53,0.1396
1954,Mar,10,300,346,271.2,768.91,0.0248
1954,Mar,11,250,161,236.71,790.52,0.0684
1954,Mar,12,150,257,206.92,686.52,0.0575
1954,Mar,13,250,237,247.84,781.48,0.0729
1954,Mar,14,250,264,150.29,558.91,0.0282
1954,Mar,15,250,295,113.26,398.92,0.0733
1954,Mar,16,200,215,142.32,504.06,0.0662
1954,Mar,17,300,286,227.53,650.78,0.1065
1954,Mar,18,250,262,100.49,391.12,0.0758
1954,Mar,19,200,276,241.93,776.85,0.1524
1954,Mar,20,150,241,170.98,675.99,0.1473
1954,Mar,21,200,186,104.0,350.19,0.0498
1954,Mar,22,250,165,170.86,463.99,0.0219
1954,Mar,23,200,219,120.11,367.66,0.0302
1954,Mar,24,150,163,266.49,739.82,0.0609
1954,Mar,25,300,244,164.89,498.69,0.0548
1954,Mar,26,250,190,199.02,526.89,0.0484
1954,Mar,27,250,229,126.31,386.96,0.2226
1954,Mar,28,150,255,109.24,380.89,0.1183
1954,Mar,29,150,222,153.41,569.3,0.1343
1954,Mar,30,300,198,250.08,967.3,0.1526
1954,Apr,1,300,217,228.85,875.93,0.1363
1954,Apr,2,200,189,268.75,1057.64,0.3412
1954,Apr,3,250,249,194.19,639.24,0.0331
1954,Apr,4,300,155,269.88,937.13,0.0847
1954,Apr,5,300,190,278.02,1044.68,0.0786
1954,Apr,6,300,193,119.99,341.54,0.0662
1954,Apr,7,300,253,203.09,774.02,0.2562
1954,Apr,8,250,217,287.51,805.93,0.1419
1954,Apr,9,300,191,262.0,767.51,0.1063
1954,Apr,10,250,216,148.51,437.04,0.0156
1954,Apr,11,200,175,291.75,844.25,0.2049
1954,Apr,12,300,213,184.19,655.55,0.0855
1954,Apr,13,300,230,190.92,608.71,0.0899
1954,Apr,14,200,273,137.87,503.12,0.0634
1954,Apr,15,300,260,266.79,699.51,0.0944
1954,Apr,16,250,240,121.38,344.07,0.0737
1954,Apr,17,200,297,285.09,993.81,0.0896
1954,Apr,18,200,211,147.92,556.43,0.0487
1954,Apr,19,150,151,282.49,854.26,0.1002
1954,Apr,20,200,172,105.46,315.35,0.0497
1954,Apr,21,150,294,273.46,953.58,0.0599
1954,Apr,22,250,164,107.18,423.76,0.1232
1954,Apr,23,200,228,154.73,514.65,0.011
1954,Apr,24,200,175,281.97,716.25,0.0858
1954,Apr,25,250,235,152.19,404.12,0.0321
1954,Apr,26,300,293,239.12,836.93,0.0261
1954,Apr,27,150,366,188.38,678.13,0.0612
1954,Apr,28,300,214,110.79,288.26,0.0437
1954,Apr,29,200,161,217.29,792.23,0.2368
1954,Apr,30,200,213,126.26,486.21,0.0555
1954,May,1,250,172,293.29,921.75,0.0786
1954,May,2,200,213,127.88,434.08,0.2387
1954,May,3,300,272,284.17,805.86,0.0374
1954,May,4,250,243,159.86,591.68,0.1209
1954,May,5,200,229,124.71,495.74,0.0722
1954,May,6,150,251,261.23,907.08,0.0239
1954,May,7,250,144,109.2,290.52,0.0291
1954,May,8,200,227,239.82,783.92,0.1803
1954,May,9,250,189,113.84,383.75,0.1356
1954,May,10,250,231,184.25,649.94,0.0159
1954,May,11,150,255,189.02,619.73,0.0574
1954,May,12,300,224,116.69,396.85,0.0416
1954,May,13,300,249,171.97,441.42,0.0576
1954,May,14,250,222,150.39,477.36,0.143
1954,May,15,200,178,266.79,958.56,0.0323
1954,May,16,200,192,183.02,601.26,0.031
1954,May,17,250,176,149.17,553.16,0.0966
1954,May,18,150,241,272.94,757.74,0.0473
1954,May,19,200,225,239.92,831.38,0.0867
1954,May,20,150,127,245.92,702.32,0.1419
1954,May,21,200,230,281.81,1018.59,0.0743
1954,May,22,150,206,178.65,564.59,0.0672
1954,May,23,300,249,120.45,355.56,0.1003
1954,May,24,300,161,293.46,1104.6,0.1266
1954,May,25,150,243,230.45,604.63,0.0091
1954,May,26,250,218,260.72,812.75,0.0598
1954,May,27,300,191,240.42,759.71,0.0981
1954,May,28,150,209,149.97,567.03,0.0415
1954,May,29,250,217,261.69,873.03,0.1314
1954,May,30,250,204,113.97,348.7,0.0762
1954,Jun,1,200,222,238.54,850.48,0.1188
1954,Jun,2,150,275,268.75,736.06,0.1796
1954,Jun,3,300,258,232.69,630.02,0.0611
1954,Jun,4,250,213,120.28,408.53,0.2103
1954,Jun,5,150,240,215.53,798.45,0.1162
1954,Jun,6,150,336,147.81,548.79,0.0542
1954,Jun,7,300,266,165.67,576.66,0.0303
1954,Jun,8,150,298,269.31,932.89,0.0427
1954,Jun,9,250,232,189.57,532.96,0.0935
1954,Jun,10,250,213,267.55,895.86,0.0857
1954,Jun,11,250,304,259.6,653.25,0.1508
1954,Jun,12,150,215,137.34,453.6,0.1001
1954,Jun,13,200,247,185.43,680.01,0.0588
1954,Jun,14,150,293,253.67,774.86,0.0677
1954,Jun,15,250,316,161.06,515.7,0.0676
1954,Jun,16,200,346,132.94,512.5,0.0203
1954,Jun,17,150,216,293.0,870.36,0.0181
1954,Jun,18,150,252,143.43,488.66,0.1017
1954,Jun,19,200,295,135.59,398.17,0.0147
1954,Jun,20,150,75,109.88,337.47,0.0691
1954,Jun,21,250,372,278.08,698.7,0.0507
1954,Jun,22,250,203,139.35,466.76,0.0618
1954,Jun,23,300,360,198.35,736.58,0.119
1954,Jun,24,200,330,289.92,834.2,0.0477
1954,Jun,25,250,147,105.68,399.45,0.0188
1954,Jun,26,200,311,282.51,733.02,0.058
1954,Jun,27,250,247,206.43,765.56,0.0819
1954,Jun,28,200,55,214.84,558.47,0.0867
1954,Jun,29,200,230,253.15,997.15,0.1149
1954,Jun,30,200,262,231.74,751.65,0.0492
1954,Jul,1,150,232,255.27,938.73,0.0252
1954,Jul,2,250,323,189.09,566.48,0.0435
1954,Jul,3,150,246,125.14,335.09,0.0834
1954,Jul,4,200,289,209.47,788.43,0.1158
1954,Jul,5,250,385,111.46,377.55,0.0198
1954,Jul,6,150,269,163.74,465.32,0.0774
1954,Jul,7,150,357,179.55,452.74,0.0677
1954,Jul,8,300,233,241.94,836.77,0.0579
1954,Jul,9,300,243,193.84,769.44,0.0766
1954,Jul,10,150,309,295.71,778.61,0.0573
1954,Jul,11,150,282,242.68,739.52,0.1069
1954,Jul,12,150,366,214.03,834.45,0.0998
1954,Jul,13,300,303,271.69,1045.19,0.0508
1954,Jul,14,150,316,105.2,269.02,0.0792
1954,Jul,15,250,255,166.92,622.35,0.1164
1954,Jul,16,200,296,190.6,653.1,0.0617
1954,Jul,17,250,284,273.8,958.81,0.1498
1954,Jul,18,250,207,194.97,575.76,0.0472
1954,Jul,19,150,301,288.12,1011.85,0.1574
1954,Jul,20,250,286,261.15,805.98,0.0516
1954,Jul,21,250,204,112.48,397.4,0.0137
1954,Jul,22,300,442,174.7,449.02,0.0115
1954,Jul,23,300,362,247.11,930.12,0.0496
1954,Jul,24,300,396,252.8,874.53,0.1594
1954,Jul,25,250,363,168.03,525.78,0.0969
1954,Jul,26,250,410,295.23,748.13,0.0838
1954,Jul,27,250,284,285.22,732.99,0.0721
1954,Jul,28,150,290,249.77,887.91,0.0492
1954,Jul,29,200,279,284.36,780.89,0.015
1954,Jul,30,150,351,101.61,358.91,0.0553
1954,Aug,1,300,213,185.49,669.13,0.0343
1954,Aug,2,250,257,282.55,1073.77,0.0752
1954,Aug,3,300,273,160.73,555.87,0.0037
1954,Aug,4,200,287,246.77,962.96,0.0887
1954,Aug,5,200,359,182.95,580.25,0.0279
1954,Aug,6,300,309,148.27,480.68,0.0397
1954,Aug,7,150,248,220.0,653.09,0.0612
1954,Aug,8,250,367,160.12,613.31,0.091
1954,Aug,9,250,384,170.33,430.09,0.0575
1954,Aug,10,300,355,211.33,529.31,0.0313
1954,Aug,11,300,284,234.27,899.98,0.1116
1954,Aug,12,300,304,168.22,641.51,0.1124
1954,Aug,13,300,253,202.38,618.27,0.0416
1954,Aug,14,300,324,159.2,553.48,0.3146
1954,Aug,15,200,205,239.4,708.34,0.088
1954,Aug,16,300,329,250.03,814.3,0.0225
1954,Aug,17,300,215,236.26,727.99,0.0492
1954,Aug,18,250,283,170.34,492.71,0.0506
1954,Aug,19,250,292,183.17,633.8,0.0371
1954,Aug,20,300,236,134.27,516.73,0.0109
1954,Aug,21,200,348,163.93,623.63,0.0808
1954,Aug,22,150,251,288.1,919.14,0.1169
1954,Aug,23,150,254,144.46,477.69,0.0532
1954,Aug,24,250,188,255.73,723.75,0.1171
1954,Aug,25,150,357,217.94,791.32,0.0377
1954,Aug,26,250,290,206.43,751.36,0.1125
1954,Aug,27,200,251,248.32,809.55,0.0502
1954,Aug,28,150,299,200.54,534.59,0.062
1954,Aug,29,250,281,166.74,457.74,0.1086
1954,Aug,30,200,377,218.82,666.49,0.1354
1954,Sep,1,250,198,102.76,324.1,0.1257
1954,Sep,2,300,257,296.07,1087.47,0.0618
1954,Sep,3,300,244,281.23,885.6,0.0607
1954,Sep,4,200,251,242.03,786.08,0.0846
1954,Sep,5,250,248,240.52,898.3,0.0484
1954,Sep,6,250,259,131.51,391.17,0.0593
1954,Sep,7,200,200,183.9,617.54,0.0305
1954,Sep,8,250,289,178.31,680.73,0.0595
1954,Sep,9,300,241,128.18,417.72,0.0559
1954,Sep,10,300,207,227.18,664.88,0.0406
1954,Sep,11,300,209,119.5,355.39,0.0592
1954,Sep,12,300,212,239.61,846.76,0.009
1954,Sep,13,150,218,240.61,925.34,0.0647
1954,Sep,14,200,313,287.2,921.74,0.0554
1954,Sep,15,200,336,249.0,877.47,0.0667
1954,Sep,16,300,347,251.24,866.57,0.0683
1954,Sep,17,150,303,118.82,453.41,0.0488
1954,Sep,18,300,338,251.05,708.0,0.0448
1954,Sep,19,200,341,211.3,823.19,0.0126
1954,Sep,20,250,246,287.21,1041.19,0.2039
1954,Sep,21,150,257,222.43,685.73,0.0402
1954,Sep,22,250,182,266.58,847.12,0.0362
1954,Sep,23,150,305,274.37,1070.53,0.138
1954,Sep,24,300,267,142.94,499.17,0.2282
1954,Sep,25,250,252,226.53,838.73,0.1131
1954,Sep,26,300,168,139.59,529.88,0.0259
1954,Sep,27,150,200,288.16,756.8,0.2945
1954,Sep,28,250,314,238.49,863.74,0.1224
1954,Sep,29,200,343,283.86,1028.88,0.0186
1954,Sep,30,150,244,266.18,908.47,0.1239
1954,Oct,1,300,215,209.12,736.66,0.1343
1954,Oct,2,150,250,277.53,726.2,0.1784
1954,Oct,3,300,134,122.15,481.95,0.047
1954,Oct,4,200,237,202.58,600.83,0.0341
1954,Oct,5,300,230,153.49,406.79,0.056
1954,Oct,6,300,245,194.12,554.96,0.1109
1954,Oct,7,250,332,226.08,752.86,0.1585
1954,Oct,8,200,236,263.63,793.43,0.0384
1954,Oct,9,300,269,104.51,313.97,0.1283
1954,Oct,10,300,210,189.94,498.4,0.0467
1954,Oct,11,150,310,192.64,763.61,0.0304
1954,Oct,12,300,240,144.08,412.4,0.0734
1954,Oct,13,200,212,167.67,555.0,0.0666
1954,Oct,14,150,217,243.42,849.58,0.1139
1954,Oct,15,150,188,134.07,511.27,0.0279
1954,Oct,16,200,265,149.47,457.11,0.0713
1954,Oct,17,250,202,258.27,823.97,0.0949
1954,Oct,18,200,173,124.91,422.38,0.0237
1954,Oct,19,250,132,124.42,412.01,0.1127
1954,Oct,20,200,213,280.83,976.28,0.0272
1954,Oct,21,250,171,242.17,712.65,0.2688
1954,Oct,22,200,253,275.96,976.21,0.0047
1954,Oct,23,300,167,146.22,484.53,0.1591
1954,Oct,24,200,205,143.83,433.03,0.1008
1954,Oct,25,200,259,119.17,448.62,0.0546
1954,Oct,26,150,284,266.86,885.2,0.0576
1954,Oct,27,300,205,270.4,915.68,0.0964
1954,Oct,28,200,103,143.76,462.91,0.1072
1954,Oct,29,200,154,200.61,558.61,0.1363
1954,Oct,30,300,187,298.76,757.56,0.2118
1954,Nov,1,150,219,211.42,575.83,0.0193
1954,Nov,2,250,221,213.08,771.37,0.1044
1954,Nov,3,150,190,103.19,291.01,0.145
1954,Nov,4,300,154,167.46,518.43,0.0971
1954,Nov,5,300,204,181.68,591.08,0.0981
1954,Nov,6,250,119,162.54,473.51,0.1041
1954,Nov,7,250,227,210.91,622.74,0.1254
1954,Nov,8,250,172,118.03,403.85,0.0462
1954,Nov,9,250,198,258.58,919.27,0.0605
1954,Nov,10,300,179,209.48,571.83,0.1459
1954,Nov,11,300,175,229.0,756.06,0.0596
1954,Nov,12,300,268,160.29,637.2,0.0849
1954,Nov,13,300,128,173.69,646.5,0.1181
1954,Nov,14,250,148,122.24,360.34,0.019
1954,Nov,15,150,208,208.64,587.24,0.0878
1954,Nov,16,200,192,298.73,757.92,0.0483
1954,Nov,17,150,200,119.29,375.81,0.0699
1954,Nov,18,200,174,277.83,1062.2,0.0896
1954,Nov,19,150,219,120.83,396.75,0.1567
1954,Nov,20,250,174,251.9,887.39,0.164
1954,Nov,21,300,153,168.59,424.44,0.0609
1954,Nov,22,200,268,294.0,887.96,0.129
1954,Nov,23,200,140,108.59,387.31,0.0511
1954,Nov,24,200,195,187.73,705.93,0.0591
1954,Nov,25,250,175,130.26,341.26,0.3838
1954,Nov,26,200,249,275.14,944.64,0.1668
1954,Nov,27,200,274,182.68,651.57,0.1596
1954,Nov,28,150,230,244.99,823.51,0.2049
1954,Nov,29,150,222,178.67,659.82,0.0115
1954,Nov,30,250,145,237.74,779.28,0.1081
1954,Dec,1,250,198,234.2,916.38,0.0634
1954,Dec,2,250,196,290.59,746.44,0.0862
1954,Dec,3,250,253,146.34,560.05,0.1697
1954,Dec,4,200,181,206.69,616.69,0.1085
1954,Dec,5,300,203,147.17,413.58,0.143
1954,Dec,6,300,298,160.47,448.72,0.0529
1954,Dec,7,150,243,244.18,677.51,0.2189
1954,Dec,8,150,227,177.14,702.87,0.1065
1954,Dec,9,300,179,256.61,888.41,0.1672
1954,Dec,10,300,249,128.5,406.17,0.135
1954,Dec,11,200,243,134.47,436.21,0.0638
1954,Dec,12,250,329,284.48,766.48,0.0695
1954,Dec,13,150,177,255.69,680.87,0.0691
1954,Dec,14,300,210,287.68,898.43,0.021
1954,Dec,15,250,262,265.99,706.79,0.0473
1954,Dec,16,200,204,115.99,342.9,0.0541
1954,Dec,17,300,190,286.92,791.01,0.0529
1954,Dec,18,150,231,140.04,352.13,0.05
1954,Dec,19,200,183,186.73,483.01,0.0281
1954,Dec,20,150,236,104.82,285.49,0.1817
1954,Dec,21,300,185,242.34,674.19,0.0394
1954,Dec,22,150,244,156.39,397.11,0.0462
1954,Dec,23,200,249,290.85,1000.46,0.1133
1954,Dec,24,150,300,289.94,1151.13,0.0483
1954,Dec,25,150,232,128.74,432.3,0.0956
1954,Dec,26,300,248,185.37,529.05,0.1175
1954,Dec,27,150,206,124.7,489.41,0.0558
1954,Dec,28,250,244,261.8,750.59,0.1244
1954,Dec,29,150,243,181.84,495.14,0.1283
1954,Dec,30,250,229,182.68,623.66,0.0188
1955,Jan,1,150,181,112.0,393.88,0.0645
1955,Jan,2,150,203,169.47,658.53,0.1954
1955,Jan,3,250,254,219.27,671.66,0.1105
